# OpenShim chunk geo manifest v1
# craft|geoName|parentName|type|flags
# Generated 2026-07-05 from Edit\stock piece tables (names/hierarchy only, no geometry).
obrfld|orf11bdb|orf11bda|61|0
obrfld|orf11bdc|orf11bda|61|0
obstp1|osp11bda|WORLD|61|0
obstp1|osp11con|osp11bda|61|0
obstp1|osp11dom|osp11bda|61|0
obstp1|osp11lnd|osp11bda|61|0
obstp1|osp11twa|osp11bda|61|0
obstp1|osp11twb|osp11bda|61|0
obstp1|osp11twc|osp11bda|61|0
obstp2|os211bda|WORLD|61|0
obstp2|os211twa|os211bda|61|0
obstp2|os211twb|os211bda|61|0
obstp3|os311bda|WORLD|61|0
obtags|OTG11BDA|WORLD|61|0
obtags|OTG11BDB|OTG11BDA|61|0
proxmine|nom11bdc|WORLD|61|0
pspwn_1|nsp11bdy|WORLD|61|0
sbbarr|sba11bld|WORLD|61|0
sbcafe|scf11bas|WORLD|61|0
sbcafe|scf11bs1|scf11bas|61|0
sbcafe|scf11bs2|scf11bs1|61|0
sbcafe|scf11ant|scf11bs2|61|0
sbcafe|scf11top|scf11bas|61|0
sbcomm|sbc11twr|WORLD|61|0
sbcomm|sbc11alm|sbc11twr|61|0
sbcomm|sbc11tw2|sbc11twr|61|0
sbcomm|sbc11an1|sbc11tw2|15|0
sbcomm|sbc11an2|sbc11an1|15|0
sbcomm|sbc11an3|sbc11an1|15|0
sbcomm|sbc11an4|sbc11an1|15|0
sbcomm|sbc11hut|sbc11twr|61|0
sbcomm|sbc11rad|sbc11twr|61|0
sbcomm|sbc11shd|sbc11twr|61|0
sbcomm|sbc11wre|sbc11twr|61|0
sbhang|sbh11bla|WORLD|61|0
sbhang|sbh11pdb|sbh11bla|61|0
sbhang|sbh11pdd|sbh11bla|61|0
sbhang|sbh11pdf|sbh11bla|61|0
sbhang|sbh11pdh|sbh11bla|61|0
sbhqcp|scm11bas|WORLD|61|0
sbhqcp|scm11arm|scm11bas|61|0
sbhqcp|scm11com|scm11arm|61|0
sbhqcp|scm11dsa|scm11com|61|0
sbhqcp|scm11dsb|scm11com|61|0
sbhqcp|scm11fin|scm11bas|61|0
sbhqcp|scm11rad|scm11com|61|0
sblpad|sbl11bda|WORLD|61|0
sblpad|sbl11bdb|sbl11bda|61|0
sblpad|sbl11bdc|sbl11bdb|61|0
sblpow|sls11bla|WORLD|61|0
sblpow|sls11cla|sls11bla|61|0
sblpow|sls11clb|sls11bla|61|0
sblpow|sls11clc|sls11bla|61|0
sblpow|sls11cld|sls11bla|61|0
sblpow|sls11twa|sls11bla|61|0
sblpow|sls11twb|sls11twa|61|0
sblpow|sls11twc|sls11twb|61|0
sbmbld|smb11bla|WORLD|61|0
sbshld|sbs11bla|WORLD|61|0
sbshld|sbs11blb|sbs11bla|61|0
sbshld|sbs11blc|sbs11bla|61|0
sbshld|sbs11bld|sbs11blb|61|0
sbsilo|sss11bda|WORLD|61|0
sbsilo|sss11sla|sss11bda|61|0
sbsilo|sss11slb|sss11bda|61|0
sbsilo|sss11wga|sss11bda|61|0
sbsilo|sss11tka|sss11wga|61|0
sbsilo|sss11wgb|sss11bda|61|0
sbsilo|sss11tkb|sss11wgb|61|0
sbsilo|sss11wgc|sss11bda|61|0
sbsilo|sss11tkc|sss11wgc|61|0
sbsilo|sss11wgd|sss11bda|61|0
sbsilo|sss11tkd|sss11wgd|61|0
sbspow|ssp11bla|WORLD|61|0
sbspow|ssp11blb|ssp11bla|61|0
sbsupp|ssd11bda|WORLD|61|0
sbsupp|ssd11bdb|ssd11bda|61|0
sbsupp|ssd11bdd|ssd11bda|61|0
sbsupp|ssd11bde|ssd11bda|61|0
sbsupp|ssd11lot|ssd11bda|81|0
sbtowe|sgn11bda|WORLD|60|0
sbtowe|sgn11ty1|sgn11bda|65|0
sbtowe|sgn11tx1|sgn11ty1|65|0
sbtowe|sgn11bga|sgn11tx1|60|0
sbtowe|sgn11bgb|sgn11tx1|60|0
sbtowe|sgn11fin|sgn11bda|60|0
sbtowe|sgn11gc1|sgn11bgb|71|0
sbtowe|sgn11gc2|sgn11bga|71|0
sbtowe|Sgn11LGT|sgn11tx1|38|0
sbtowe|Sgn11POV|sgn11tx1|40|0
sbwpow|swp11tw1|WORLD|61|0
sbwpow|swp11pla|swp11tw1|61|0
sbwpow|swp11pis|swp11pla|61|0
sbwpow|swp11pol|swp11pla|61|0
sbwpow|swp11prp|swp11tw1|61|0
splintbm|gsp11bda|WORLD|61|0
sscr_1|nsc11scr|WORLD|61|0
sspilo|ssp11ctr|WORLD|60|0
sspilo|ssp11trs|ssp11ctr|65|0
sspilo|sSP11BCK|ssp11trs|60|0
sspilo|ssp11mg1|WORLD|60|0
sspilo|ssp11GC1|ssp11mg1|71|0
sspilo|ssp11lth|ssp11ctr|60|0
sspilo|ssp11lbt|ssp11lth|60|0
sspilo|ssp11rsh|ssp11trs|60|0
sspilo|ssp11rrm|ssp11rsh|60|0
sspilo|ssp11lpm|ssp11rrm|60|0
sspilo|ssp11lsh|ssp11trs|60|0
sspilo|ssp11lrm|ssp11lsh|60|0
sspilo|ssp11POV|WORLD|40|0
sspilo|ssp11rth|ssp11ctr|60|0
sspilo|ssp11rbt|ssp11rth|60|0
sspilo|ssp11rpm|ssp11rrm|60|0
svapc|SAP11BDA|WORLD|60|0
svapc|SAP11LGT|SAP11BDA|38|0
svapc|SAP11ROR|SAP11BDA|66|0
svapc|SAP11NFL|SAP11ROR|67|0
svapc|SAP11NFR|SAP11ROR|67|0
svapc|SAP11POV|SAP11BDA|40|0
svartl|SAR11BDA|WORLD|60|0
svartl|SAR11TY1|SAR11BDA|65|0
svartl|SAR11TX2|SAR11TY1|65|0
svartl|sar11bga|SAR11TX2|60|0
svartl|sar11bgb|SAR11TX2|60|0
svartl|SAR11TX1|SAR11TY1|65|0
svartl|sar11bgc|SAR11TX1|60|0
svartl|sar11bgd|SAR11TX1|60|0
svartl|Sar11GM1|sar11bgb|73|0
svartl|sar11LGT|SAR11TY1|38|0
svartl|SAR11ST2|SAR11BDA|60|0
svartl|sar11ror|SAR11ST2|66|0
svartl|sar11nrl|sar11ror|67|0
svartl|sar11nrr|sar11ror|67|0
svartl|SAR11STE|SAR11TY1|60|0
svartl|sar11POV|SAR11STE|40|0
svcnst|scv11bda|WORLD|60|0
svcnst|scv11twa|scv11bda|65|0
svcnst|scv11bck|scv11twa|60|0
svcnst|scv11bdb|scv11bda|60|0
svcnst|scv11twb|scv11twa|65|0
svcnst|scv11twr|scv11twb|65|0
svcnst|scv11pol|scv11twr|60|0
svcnst|scv11ge1|scv11pol|70|0
svcnst|scv11ge2|scv11pol|70|0
svcnst|scv11ge3|scv11bda|70|0
svcnst|scv11ge4|scv11bda|70|0
svcnst|scv11ge5|scv11bda|70|0
svcnst|scv11ge6|scv11bda|70|0
svcnst|scv11lgt|scv11bda|38|0
svcnst|scv11lit|scv11twr|60|0
svcnst|scv11pov|scv11bda|40|0
svcnst|scv11wla|scv11bda|60|0
svcnst|scv11wlb|scv11wla|60|0
svcnst|scv11wlc|scv11wlb|60|0
svcnst|scv11wld|scv11bda|60|0
svcnst|scv11wle|scv11wld|60|0
svcnst|scv11wlf|scv11wle|60|0
svfigh|SFL11BDA|WORLD|60|0
svfigh|SFL11BDB|SFL11BDA|60|0
svfigh|SFL11ROR|SFL11BDA|66|0
svfigh|SFL11GC1|SFL11ROR|71|0
svfigh|SFL11Gc2|SFL11ROR|71|0
svfigh|SFL11GR1|SFL11ROR|72|0
svfigh|SFL11Gs1|SFL11ROR|74|0
svfigh|SFL11LGT|SFL11BDA|38|0
svfigh|SFL11NFL|SFL11ROR|67|0
svfigh|SFL11NFR|SFL11ROR|67|0
svfigh|SFL11POV|SFL11BDA|40|0
svhaul|sha11bda|WORLD|60|0
svhaul|sha11du1|sha11bda|77|0
svhaul|sha11ror|sha11bda|66|0
svhaul|sha11nrr|sha11ror|67|0
svhaul|sha11en1|sha11nrr|75|0
svhaul|sha11nrl|sha11ror|67|0
svhaul|sha11en2|sha11nrl|75|0
svhaul|sha11gs1|sha11bda|74|0
svhaul|sha11pov|sha11bda|40|0
svhaul|sha11sm1|sha11bda|76|0
svhaul|sha11twr|sha11bda|65|0
svhraz|shb11wng|WORLD|60|0
svhraz|shb11bda|shb11wng|60|0
svhraz|shb11bdb|shb11wng|60|0
svhraz|shb11bdc|shb11bdb|60|0
svhraz|shb11fna|shb11bda|68|0
svhraz|shb11fnb|shb11bda|68|0
svhraz|Shb11GC1|shb11bdc|71|0
svhraz|Shb11GR1|shb11bda|72|0
svhraz|Shb11GR2|shb11bda|72|0
svhraz|Shb11GS1|shb11bda|74|0
svhraz|Shb11LGT|shb11bda|38|0
svhraz|shb11ror|shb11bdb|66|0
svhraz|shb11nrl|shb11ror|67|0
svhraz|Shb11POV|shb11bdb|40|0
svltnk|slt11bda|WORLD|60|0
svltnk|slt11ckp|slt11bda|60|0
svltnk|slt11trt|slt11bda|65|0
svltnk|Slt11GC1|slt11trt|71|0
svltnk|Slt11GR1|slt11trt|72|0
svltnk|Slt11GS1|slt11trt|74|0
svltnk|slt11len|slt11bda|60|0
svltnk|Slt11LGT|slt11bda|38|0
svltnk|slt11nrl|slt11bda|67|0
svltnk|slt11nrr|slt11bda|67|0
svltnk|Slt11POV|slt11bda|40|0
svltnk|slt11ren|slt11bda|60|0
svmine|SMI11BDA|WORLD|60|0
svmine|SMI11Gs1|SMI11BDA|74|0
svmine|SMI11LGT|SMI11BDA|38|0
svmine|SMI11LN3|SMI11BDA|60|0
svmine|SMI11LN4|SMI11BDA|60|0
svmine|SMI11LN5|SMI11BDA|60|0
svmine|SMI11NFL|SMI11BDA|67|0
svmine|SMI11POV|SMI11BDA|40|0
svmine|SMI11RAD|SMI11BDA|34|0
svmuf|smu11bda|WORLD|60|0
svmuf|smu11bsh|smu11bda|60|0
svmuf|smu11drl|smu11bda|60|0
svmuf|smu11drr|smu11bda|60|0
svmuf|smu11ge1|smu11bsh|70|0
svmuf|smu11ge5|smu11drr|70|0
svmuf|smu11ge6|smu11drr|70|0
svmuf|smu11ge7|smu11drl|70|0
svmuf|smu11ge8|smu11drl|70|0
svmuf|smu11LGT|smu11bda|38|0
svmuf|smu11ror|smu11bda|66|0
svmuf|smu11nrl|smu11ror|67|0
svmuf|smu11nrr|smu11ror|67|0
svmuf|smu11POV|smu11bda|40|0
svrckt|srt11bda|WORLD|60|0
svrckt|srt11Gm1|srt11bda|73|0
svrckt|srt11GR1|srt11bda|72|0
svrckt|srt11Gr2|srt11bda|72|0
svrckt|srt11GS1|srt11bda|74|0
svrckt|srt11LGT|srt11bda|38|0
svrckt|srt11ror|srt11bda|66|0
svrckt|srt11nrl|srt11ror|67|0
svrckt|srt11nrr|srt11ror|67|0
svrckt|srt11POV|srt11bda|40|0
svrecy|SRE11BAS|WORLD|60|0
svrecy|SRE11PST|SRE11BAS|60|0
svrecy|SRE11TOP|SRE11PST|65|0
svrecy|SRE11AR1|SRE11TOP|60|0
svrecy|SRE11AR2|SRE11AR1|60|0
svrecy|SRE11TWR|SRE11AR2|65|0
svrecy|SRE11TW4|SRE11TWR|65|0
svrecy|SRE11ge1|SRE11TW4|70|0
svrecy|SRE11TW5|SRE11TWR|65|0
svrecy|SRE11ge2|SRE11TW5|70|0
svrecy|SRE11ge3|SRE11BAS|70|0
svrecy|SRE11ge4|SRE11BAS|70|0
svrecy|SRE11ge5|SRE11BAS|70|0
svrecy|SRE11gs1|SRE11BAS|74|0
svrecy|SRE11gs2|SRE11BAS|74|0
svrecy|SRE11lga|SRE11BAS|60|0
svrecy|SRE11lgb|SRE11BAS|60|0
svrecy|SRE11lgc|SRE11BAS|60|0
svrecy|SRE11lgd|SRE11BAS|60|0
svrecy|SRE11lge|SRE11lga|60|0
svrecy|SRE11lgf|SRE11lgb|60|0
svrecy|SRE11lgg|SRE11lgc|60|0
svrecy|SRE11lgh|SRE11lgd|60|0
svrecy|SRE11LGT|SRE11BAS|38|0
svrecy|SRE11ror|SRE11BAS|66|0
svrecy|sre11NrL|SRE11ror|67|0
svrecy|sre11Nrr|SRE11ror|67|0
svrecy|SRE11POV|SRE11BAS|40|0
svrecy|SRE11RAD|SRE11TOP|60|0
svrecy|SRE11sid|SRE11BAS|60|0
svrecy|SRE11TB1|SRE11BAS|65|0
svsav|ssv11bda|WORLD|60|0
svsav|ssv11GC1|ssv11bda|71|0
svsav|ssv11GM1|ssv11bda|73|0
svsav|ssv11GR1|ssv11bda|72|0
svsav|ssv11GS1|ssv11bda|74|0
svsav|ssv11LGT|ssv11bda|38|0
svsav|ssv11POV|ssv11bda|40|0
svscav|SSC11BDA|WORLD|60|0
svscav|SSC11ARM|SSC11BDA|60|0
svscav|SSC11TL1|SSC11ARM|65|0
svscav|SSC11CL2|SSC11TL1|60|0
svscav|SSC11CL3|SSC11TL1|60|0
svscav|SSC11LGT|SSC11BDA|38|0
svscav|SSC11NFL|SSC11BDA|67|0
svscav|SSC11NFR|SSC11BDA|67|0
svscav|SSC11POV|SSC11BDA|40|0
svslf|slf11bda|WORLD|60|0
svslf|slf11top|slf11bda|65|0
svslf|slf11arm|slf11top|60|0
svslf|slf11GS1|slf11arm|74|0
svslf|slf11GS2|slf11arm|74|0
svslf|slf11LGT|slf11top|38|0
svslf|slf11nfl|slf11bda|67|0
svslf|slf11nfr|slf11bda|67|0
svslf|slf11POV|slf11top|40|0
svslf|slf11RAD|slf11top|60|0
svtank|scz11bda|WORLD|60|0
svtank|SCZ11BGA|scz11bda|60|0
svtank|SCZ11BGB|SCZ11BGA|60|0
svtank|SCZ11GC1|SCZ11BGB|71|0
svtank|SCZ11GC2|scz11bda|71|0
svtank|SCZ11MOR|scz11bda|60|0
svtank|SCZ11GM1|SCZ11MOR|73|0
svtank|SCZ11GS1|SCZ11BGB|74|0
svtank|SCZ11LGT|scz11bda|38|0
svtank|SCZ11POV|scz11bda|40|0
svtank|SCZ11RAD|scz11bda|34|0
svtank|scz11wgl|scz11bda|60|0
svtank|scz11wgr|scz11bda|60|0
svturr|STU11BDA|WORLD|60|0
svturr|STU11bdb|STU11BDA|60|0
svturr|STU11ty1|STU11bdb|65|0
svturr|STU11tx2|STU11ty1|65|0
svturr|STU11BGA|STU11tx2|60|0
svturr|STU11BGB|STU11tx2|60|0
svturr|STU11BGC|STU11tx2|60|0
svturr|STU11tx1|STU11ty1|65|0
svturr|STU11FnR|STU11tx1|68|0
svturr|STU11GC1|STU11BGC|71|0
svturr|STU11Gc2|STU11BGB|71|0
svturr|STU11LEG|STU11BDA|60|0
svturr|STU11LGT|STU11tx2|38|0
svturr|STU11ROR|STU11BDA|66|0
svturr|STU11NRL|STU11ROR|67|0
svturr|STU11NRR|STU11ROR|67|0
svturr|STU11POV|STU11tx1|40|0
svwalk|svw11bda|WORLD|60|0
svwalk|svw11hed|svw11bda|60|0
svwalk|agr11gc1|svw11hed|71|0
svwalk|agr11gc2|svw11hed|71|0
svwalk|svw11sup|WORLD|60|0
svwalk|svw11GM1|svw11sup|73|0
svwalk|svw11GR1|svw11sup|72|0
svwalk|svw11knk|svw11bda|60|0
svwalk|svw11lar|svw11bda|60|0
svwalk|svw11lsh|svw11bda|60|0
svwalk|svw11POV|svw11hed|40|0
svwalk|svw11rar|svw11bda|60|0
svwalk|svw11rsh|svw11bda|60|0
svwalk|svw11sm1|svw11bda|76|0
ubtart|uta11irs|WORLD|61|0
ubtart|uta11lda|uta11irs|61|0
ubtart|uta11ldb|uta11irs|61|0
